deposit,state_label,drug,dose_value,dose_unit,V_mL,plated_volume_uL,H_log10_cells,target_gap_days,required_b_tail_log10_per_day,P_b_tail_exceeds_required,rate_units
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,100.0,3.0,30,0.1,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,100.0,3.0,60,0.05,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,100.0,3.0,90,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,100.0,4.0,7,0.5714285714285714,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,100.0,4.0,14,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,100.0,4.0,30,0.13333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,100.0,4.0,60,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,100.0,4.0,90,0.044444444444444446,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,10.0,2.0,7,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,10.0,2.0,14,0.14285714285714285,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,10.0,2.0,30,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,10.0,2.0,60,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,10.0,2.0,90,0.022222222222222223,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,10.0,3.0,7,0.42857142857142855,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,10.0,3.0,14,0.21428571428571427,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,10.0,3.0,30,0.1,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,10.0,3.0,60,0.05,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,10.0,3.0,90,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,10.0,4.0,7,0.5714285714285714,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,10.0,4.0,14,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,10.0,4.0,30,0.13333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,10.0,4.0,60,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,10.0,4.0,90,0.044444444444444446,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,10.0,5.0,7,0.7142857142857143,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,10.0,5.0,14,0.35714285714285715,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,10.0,5.0,30,0.16666666666666666,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,10.0,5.0,60,0.08333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,10.0,5.0,90,0.05555555555555555,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,2.5,2.6020599913279625,7,0.3717228559039946,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,2.5,2.6020599913279625,14,0.1858614279519973,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,2.5,2.6020599913279625,30,0.08673533304426542,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,2.5,2.6020599913279625,60,0.04336766652213271,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1.0,2.5,2.6020599913279625,90,0.028911777681421804,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,2.5,3.6020599913279625,7,0.5145799987611375,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,2.5,3.6020599913279625,14,0.25728999938056873,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,2.5,3.6020599913279625,30,0.12006866637759875,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,2.5,3.6020599913279625,60,0.060034333188799374,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,10.0,2.5,3.6020599913279625,90,0.040022888792532914,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,2.5,4.6020599913279625,7,0.6574371416182804,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,2.5,4.6020599913279625,14,0.3287185708091402,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,2.5,4.6020599913279625,30,0.15340199971093207,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,2.5,4.6020599913279625,60,0.07670099985546604,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,100.0,2.5,4.6020599913279625,90,0.05113399990364403,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,2.5,5.6020599913279625,7,0.8002942844754232,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,2.5,5.6020599913279625,14,0.4001471422377116,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,2.5,5.6020599913279625,30,0.18673533304426543,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,2.5,5.6020599913279625,60,0.09336766652213271,1.0,log10 per day
windels,nutrient_0.8,amikacin,200.0,ug/mL,1000.0,2.5,5.6020599913279625,90,0.06224511101475514,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,100.0,1.0,7,0.14285714285714285,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,100.0,1.0,14,0.07142857142857142,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,100.0,1.0,30,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,100.0,1.0,60,0.016666666666666666,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,100.0,1.0,90,0.011111111111111112,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,100.0,2.0,7,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,100.0,2.0,14,0.14285714285714285,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,100.0,2.0,30,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,100.0,2.0,60,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,100.0,2.0,90,0.022222222222222223,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,100.0,3.0,7,0.42857142857142855,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,100.0,3.0,14,0.21428571428571427,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,100.0,3.0,30,0.1,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,100.0,3.0,60,0.05,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,100.0,3.0,90,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,100.0,4.0,7,0.5714285714285714,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,100.0,4.0,14,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,100.0,4.0,30,0.13333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,100.0,4.0,60,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,100.0,4.0,90,0.044444444444444446,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,10.0,2.0,7,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,10.0,2.0,14,0.14285714285714285,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,10.0,2.0,30,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,10.0,2.0,60,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,10.0,2.0,90,0.022222222222222223,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,10.0,3.0,7,0.42857142857142855,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,10.0,3.0,14,0.21428571428571427,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,10.0,3.0,30,0.1,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,10.0,3.0,60,0.05,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,10.0,3.0,90,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,10.0,4.0,7,0.5714285714285714,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,10.0,4.0,14,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,10.0,4.0,30,0.13333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,10.0,4.0,60,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,10.0,4.0,90,0.044444444444444446,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,10.0,5.0,7,0.7142857142857143,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,10.0,5.0,14,0.35714285714285715,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,10.0,5.0,30,0.16666666666666666,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,10.0,5.0,60,0.08333333333333333,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,10.0,5.0,90,0.05555555555555555,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,2.5,2.6020599913279625,7,0.3717228559039946,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,2.5,2.6020599913279625,14,0.1858614279519973,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,2.5,2.6020599913279625,30,0.08673533304426542,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,2.5,2.6020599913279625,60,0.04336766652213271,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1.0,2.5,2.6020599913279625,90,0.028911777681421804,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,2.5,3.6020599913279625,7,0.5145799987611375,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,2.5,3.6020599913279625,14,0.25728999938056873,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,2.5,3.6020599913279625,30,0.12006866637759875,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,2.5,3.6020599913279625,60,0.060034333188799374,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,10.0,2.5,3.6020599913279625,90,0.040022888792532914,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,2.5,4.6020599913279625,7,0.6574371416182804,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,2.5,4.6020599913279625,14,0.3287185708091402,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,2.5,4.6020599913279625,30,0.15340199971093207,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,2.5,4.6020599913279625,60,0.07670099985546604,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,100.0,2.5,4.6020599913279625,90,0.05113399990364403,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,2.5,5.6020599913279625,7,0.8002942844754232,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,2.5,5.6020599913279625,14,0.4001471422377116,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,2.5,5.6020599913279625,30,0.18673533304426543,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,2.5,5.6020599913279625,60,0.09336766652213271,1.0,log10 per day
windels,nutrient_0.8,amikacin,400.0,ug/mL,1000.0,2.5,5.6020599913279625,90,0.06224511101475514,1.0,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,100.0,1.0,7,0.14285714285714285,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,100.0,1.0,14,0.07142857142857142,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,100.0,1.0,30,0.03333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,100.0,1.0,60,0.016666666666666666,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,100.0,1.0,90,0.011111111111111112,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,100.0,2.0,7,0.2857142857142857,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,100.0,2.0,14,0.14285714285714285,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,100.0,2.0,30,0.06666666666666667,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,100.0,2.0,60,0.03333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,100.0,2.0,90,0.022222222222222223,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,100.0,3.0,7,0.42857142857142855,0.9111111111111111,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,100.0,3.0,14,0.21428571428571427,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,100.0,3.0,30,0.1,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,100.0,3.0,60,0.05,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,100.0,3.0,90,0.03333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,100.0,4.0,7,0.5714285714285714,0.8666666666666667,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,100.0,4.0,14,0.2857142857142857,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,100.0,4.0,30,0.13333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,100.0,4.0,60,0.06666666666666667,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,100.0,4.0,90,0.044444444444444446,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,10.0,2.0,7,0.2857142857142857,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,10.0,2.0,14,0.14285714285714285,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,10.0,2.0,30,0.06666666666666667,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,10.0,2.0,60,0.03333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,10.0,2.0,90,0.022222222222222223,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,10.0,3.0,7,0.42857142857142855,0.9111111111111111,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,10.0,3.0,14,0.21428571428571427,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,10.0,3.0,30,0.1,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,10.0,3.0,60,0.05,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,10.0,3.0,90,0.03333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,10.0,4.0,7,0.5714285714285714,0.8666666666666667,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,10.0,4.0,14,0.2857142857142857,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,10.0,4.0,30,0.13333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,10.0,4.0,60,0.06666666666666667,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,10.0,4.0,90,0.044444444444444446,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,10.0,5.0,7,0.7142857142857143,0.8666666666666667,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,10.0,5.0,14,0.35714285714285715,0.9111111111111111,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,10.0,5.0,30,0.16666666666666666,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,10.0,5.0,60,0.08333333333333333,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,10.0,5.0,90,0.05555555555555555,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,2.5,2.6020599913279625,7,0.3717228559039946,0.9111111111111111,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,2.5,2.6020599913279625,14,0.1858614279519973,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,2.5,2.6020599913279625,30,0.08673533304426542,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,2.5,2.6020599913279625,60,0.04336766652213271,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1.0,2.5,2.6020599913279625,90,0.028911777681421804,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,2.5,3.6020599913279625,7,0.5145799987611375,0.9111111111111111,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,2.5,3.6020599913279625,14,0.25728999938056873,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,2.5,3.6020599913279625,30,0.12006866637759875,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,2.5,3.6020599913279625,60,0.060034333188799374,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,10.0,2.5,3.6020599913279625,90,0.040022888792532914,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,2.5,4.6020599913279625,7,0.6574371416182804,0.8666666666666667,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,2.5,4.6020599913279625,14,0.3287185708091402,0.9111111111111111,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,2.5,4.6020599913279625,30,0.15340199971093207,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,2.5,4.6020599913279625,60,0.07670099985546604,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,100.0,2.5,4.6020599913279625,90,0.05113399990364403,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,2.5,5.6020599913279625,7,0.8002942844754232,0.8666666666666667,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,2.5,5.6020599913279625,14,0.4001471422377116,0.9111111111111111,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,2.5,5.6020599913279625,30,0.18673533304426543,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,2.5,5.6020599913279625,60,0.09336766652213271,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,12.5,ug/mL,1000.0,2.5,5.6020599913279625,90,0.06224511101475514,0.9555555555555556,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,100.0,1.0,7,0.14285714285714285,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,100.0,1.0,14,0.07142857142857142,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,100.0,1.0,30,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,100.0,1.0,60,0.016666666666666666,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,100.0,1.0,90,0.011111111111111112,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,100.0,2.0,7,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,100.0,2.0,14,0.14285714285714285,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,100.0,2.0,30,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,100.0,2.0,60,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,100.0,2.0,90,0.022222222222222223,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,100.0,3.0,7,0.42857142857142855,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,100.0,3.0,14,0.21428571428571427,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,100.0,3.0,30,0.1,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,100.0,3.0,60,0.05,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,100.0,3.0,90,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,100.0,4.0,7,0.5714285714285714,0.9777777777777777,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,100.0,4.0,14,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,100.0,4.0,30,0.13333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,100.0,4.0,60,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,100.0,4.0,90,0.044444444444444446,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,10.0,2.0,7,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,10.0,2.0,14,0.14285714285714285,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,10.0,2.0,30,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,10.0,2.0,60,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,10.0,2.0,90,0.022222222222222223,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,10.0,3.0,7,0.42857142857142855,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,10.0,3.0,14,0.21428571428571427,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,10.0,3.0,30,0.1,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,10.0,3.0,60,0.05,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,10.0,3.0,90,0.03333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,10.0,4.0,7,0.5714285714285714,0.9777777777777777,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,10.0,4.0,14,0.2857142857142857,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,10.0,4.0,30,0.13333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,10.0,4.0,60,0.06666666666666667,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,10.0,4.0,90,0.044444444444444446,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,10.0,5.0,7,0.7142857142857143,0.9777777777777777,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,10.0,5.0,14,0.35714285714285715,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,10.0,5.0,30,0.16666666666666666,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,10.0,5.0,60,0.08333333333333333,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1000.0,10.0,5.0,90,0.05555555555555555,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,2.5,2.6020599913279625,7,0.3717228559039946,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,2.5,2.6020599913279625,14,0.1858614279519973,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,2.5,2.6020599913279625,30,0.08673533304426542,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,2.5,2.6020599913279625,60,0.04336766652213271,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,1.0,2.5,2.6020599913279625,90,0.028911777681421804,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,2.5,3.6020599913279625,7,0.5145799987611375,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,2.5,3.6020599913279625,14,0.25728999938056873,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,2.5,3.6020599913279625,30,0.12006866637759875,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,2.5,3.6020599913279625,60,0.060034333188799374,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,10.0,2.5,3.6020599913279625,90,0.040022888792532914,1.0,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,2.5,4.6020599913279625,7,0.6574371416182804,0.9777777777777777,log10 per day
windels,nutrient_0.9,amikacin,25.0,ug/mL,100.0,2.5,4.6020599913279625,14,0.3287185708091402,1.0,log10 per day
